id,action,branch,date
H4964,Rules suspended,House,2022-07-28T04:00:00.000Z
H4964,Read second and ordered to a third reading,House,2022-07-28T04:00:00.000Z
H4965,Reported from the committee on Municipalities and Regional Government,House,2022-07-05T15:49:16.480Z
H4965,New draft of H4847,House,2022-07-05T15:49:16.480Z
H4965,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-05T15:49:16.480Z
H4965,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-07-11T15:14:58.977Z
H4965,Rules suspended,House,2022-07-11T04:00:00.000Z
H4965,Read second and ordered to a third reading,House,2022-07-11T15:15:55.960Z
H4968,Reported from the committee on Covid-19 and Emergency Preparedness and Management,House,2022-07-20T16:48:50.103Z
H4968,"Accompanied by S249, H477, H478, H479, H481, H482, H483, H484, H485, H486, H487, H488, H489, H490, H491, H492, H494, H495, H497, H498, H3717 and H3780",House,2022-07-20T16:48:50.103Z
H4968,Order reported favorably by committee and referred to the committee on Joint Rules,House,2022-07-20T04:00:00.000Z
H4968,Discharged to the committee on House Rules,House,2022-07-20T16:50:38.510Z
H497,Referred to the committee on Covid-19 and Emergency Preparedness and Management,House,2021-03-29T14:50:09.363Z
H497,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H497,Hearing scheduled for 06/30/2021 from 10:00 AM-01:00 PM in Virtual Hearing,Joint,2021-06-22T15:50:42.420Z
H497,"Accompanied a study order, see H4968",House,2022-07-20T16:48:50.103Z
H4970,"Referred to the committee on Rules of the two branches, acting concurrently",House,2022-07-05T15:11:42.897Z
H4970,Committee reported ought to be adopted,House,2022-07-05T15:14:35.503Z
H4970,Rules suspended,House,2022-07-05T15:14:35.503Z
H4970,Adopted,House,2022-07-05T15:14:35.503Z
H4970,Rules suspended,Senate,2022-07-07T15:19:29.733Z
H4970,"Adopted, in concurrence, by a standing vote (8 to 1)",Senate,2022-07-07T15:19:29.733Z
H4971,Referred to the committee on Municipalities and Regional Government,House,2022-07-05T17:12:09.570Z
H4971,Senate concurred,Senate,2022-07-07T15:19:29.733Z
H4971,Hearing scheduled for 07/20/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-15T01:35:02.767Z
H4971,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-25T18:47:20.627Z
H4972,Referred to the committee on Municipalities and Regional Government,House,2022-07-05T17:12:13.100Z
H4972,Senate concurred,Senate,2022-07-07T15:19:29.733Z
H4972,Hearing scheduled for 07/20/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-15T01:35:03.097Z
H4972,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-25T18:47:22.890Z
H4973,Referred to the committee on Public Service,House,2022-07-05T17:12:11.397Z
H4973,Senate concurred,Senate,2022-07-07T15:19:29.733Z
H4973,Hearing scheduled for 07/18/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-13T15:07:06.957Z
H4973,"Reporting date extended to Saturday December 31, 2022, pending concurrence",House,2022-07-21T15:17:47.797Z
H4973,Senate concurred,Senate,2022-07-28T04:00:00.000Z
H4974,"Reported from the committee on Children, Families and Persons with Disabilities",House,2022-07-05T04:00:00.000Z
H4974,Substituted for H4787,House,2022-07-05T04:00:00.000Z
H4974,Referred to the committee on House Ways and Means,House,2022-07-05T04:00:00.000Z
H4977,"Reported from the committee on Bonding, Capital Expenditures and State Assets",House,2022-07-05T04:00:00.000Z
H4977,Pending new draft of H4864,House,2022-07-05T04:00:00.000Z
H4977,Rejected,House,2022-07-11T04:00:00.000Z
H4978,"Text of an amendment, see S2559",House,2022-07-06T04:00:00.000Z
H4978,Amendment 9 adopted,House,2022-07-07T20:04:34.397Z
H4978,Amendment 15 adopted,House,2022-07-07T20:05:37.723Z
H4978,Amendment 21 adopted,House,2022-07-07T20:06:24.647Z
H4978,Amendment 25 adopted,House,2022-07-07T20:15:20.613Z
H4978,"Amendment 3 adopted, as changed",House,2022-07-07T20:31:10.937Z
H4978,"Published as amended, see H5000",House,2022-07-07T04:00:00.000Z
H4979,Reported from the committee on House Ways and Means,House,2022-07-06T04:00:00.000Z
H4979,Pending new draft of H4221,House,2022-07-06T04:00:00.000Z
H4979,New draft of H4221,House,2022-07-07T04:00:00.000Z
H4979,Ordered to a third reading,House,2022-07-07T04:00:00.000Z
H4979,Rules suspended,House,2022-07-18T04:00:00.000Z
H4979,"Read third (title changed), amended and passed to be engrossed",House,2022-07-18T04:00:00.000Z
H4979,"Read, rules suspended, read second and ordered to a third reading",Senate,2022-07-21T14:26:19.857Z
H4979,Taken out of the Orders of the Day,Senate,2022-07-28T19:44:34.840Z
H4979,Read third and passed to be engrossed,Senate,2022-07-28T19:44:34.840Z
H4979,Emergency preamble adopted,House,2022-07-28T04:00:00.000Z
H4979,Emergency preamble adopted,Senate,2022-07-28T21:14:38.803Z
H4979,Enacted - 153 YEAS to 0 NAYS (See YEA and NAY No. 243),House,2022-07-28T04:00:00.000Z
H4979,Enacted -see Roll Call #228 (Yeas 39 to Nays 0),Senate,2022-07-28T04:00:00.000Z
H4979,Laid before the Governor,Senate,2022-07-28T04:00:00.000Z
H498,Referred to the committee on Covid-19 and Emergency Preparedness and Management,House,2021-03-29T14:50:09.363Z
H498,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H498,Hearing scheduled for 06/30/2021 from 10:00 AM-01:00 PM in Virtual Hearing,Joint,2021-06-22T15:50:42.950Z
H498,"Accompanied a study order, see H4968",House,2022-07-20T16:48:50.103Z
H4980,Reported from the committee on Ways and Means,House,2022-07-06T04:00:00.000Z
H4980,Pending new draft of H4309,House,2022-07-06T04:00:00.000Z
H4980,New draft of H4309,House,2022-07-06T04:00:00.000Z
H4980,Ordered to a third reading,House,2022-07-06T04:00:00.000Z
H4980,Rules suspended,House,2022-07-18T04:00:00.000Z
H4980,Read third and passed to be engrossed,House,2022-07-18T04:00:00.000Z
H4980,"Read, rules suspended, read second and ordered to a third reading",Senate,2022-07-21T14:26:30.967Z
H4981,"Referred to the committee on Bonding, Capital Expenditures and State Assets",House,2022-07-07T04:00:00.000Z
H4981,Senate concurred,Senate,2022-07-11T15:14:21.070Z
H4981,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2022-07-18T18:53:54.760Z
H4981,"Committee recommended ought to pass and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-26T15:44:13.913Z
H4981,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-07-26T15:45:48.117Z
H4981,Rules suspended,House,2022-07-26T04:00:00.000Z
H4981,"Read second, ordered to a third reading, rules suspended, read third and passed to be engrossed",House,2022-07-26T04:00:00.000Z
H4981,"Read, rules suspended, read second, ordered to a third reading, read third and passed to be engrossed",Senate,2022-07-31T04:00:00.000Z
H4981,Emergency preamble adopted,House,2022-07-31T23:53:41.497Z
H4981,Emergency preamble adopted,Senate,2022-08-01T00:54:21.403Z
H4981,Enacted,House,2022-07-31T04:00:00.000Z
H4981,Enacted and laid before the Governor,Senate,2022-08-01T02:07:33.437Z
H4982,"Reported from the committee on Mental Health, Substance Use and Recovery",House,2022-07-07T16:44:06.510Z
H4982,New draft of H2076,House,2022-07-07T16:44:06.510Z
H4982,Reported favorably by committee and referred to the committee on Health Care Financing,House,2022-07-07T16:44:06.510Z
H4983,See H3762,House,2022-07-07T04:00:00.000Z
H4984,See H4838,House,2022-07-07T04:00:00.000Z
H4985,Referred to the committee on Election Laws,House,2022-07-06T20:26:45.617Z
H4985,Senate concurred,Senate,2022-07-07T15:19:29.733Z
H4985,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-25T18:47:08.093Z
H4986,Referred to the committee on Municipalities and Regional Government,House,2022-07-06T20:26:47.570Z
H4986,Senate concurred,Senate,2022-07-07T15:19:29.733Z
H4986,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-13T20:21:11.777Z
H4986,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-07-18T15:09:42.667Z
H4986,Rules suspended,House,2022-07-18T04:00:00.000Z
H4986,Read second and ordered to a third reading,House,2022-07-18T15:11:22.980Z
H4986,Rules suspended,House,2022-07-21T04:00:00.000Z
H4986,Read third and passed to be engrossed,House,2022-07-21T04:00:00.000Z
H4986,"Read, rules suspended, read second, ordered to a third reading, read third and passed to be engrossed",Senate,2022-07-28T04:00:00.000Z
H4986,Enacted - 153 YEAS to 0 NAYS (See YEA and NAY No. 242),House,2022-07-28T04:00:00.000Z
H4986,Enacted -see Roll Call #226 (Yeas 39 to Nays 0),Senate,2022-07-28T04:00:00.000Z
H4986,Laid before the Governor,Senate,2022-07-28T04:00:00.000Z
H4987,Referred to the committee on Municipalities and Regional Government,House,2022-07-06T20:26:49.693Z
H4987,Senate concurred,Senate,2022-07-07T15:19:29.733Z
H4987,Hearing scheduled for 07/20/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-15T01:35:03.330Z
H4987,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-25T18:47:25.017Z
H4988,Referred to the committee on Municipalities and Regional Government,House,2022-07-06T20:26:51.867Z
H4988,Senate NON-concurred in the reference to the committee on Municipalities and Regional Government and referred to the committee on Election Laws,Senate,2022-07-07T18:09:13.943Z
H4988,House receded from its reference,House,2022-07-11T04:00:00.000Z
H4988,House concurred,House,2022-07-11T15:13:01.273Z
H4988,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-25T18:47:09.703Z
H4988,Committee reported that the matter be placed in the Orders of the Day for the next sitting for a second reading,House,2022-07-25T20:52:49.220Z
H4989,"Text of an amendment, see S2985",House,2022-07-07T04:00:00.000Z
H4989,Amendment 1 adopted,House,2022-07-07T18:02:31.630Z
H4989,"Published as amended, see H4991",House,2022-07-07T04:00:00.000Z
H499,Referred to the committee on Covid-19 and Emergency Preparedness and Management,House,2021-03-29T14:50:09.363Z
H499,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H499,Hearing scheduled for 06/30/2021 from 10:00 AM-01:00 PM in Virtual Hearing,Joint,2021-06-22T15:50:43.327Z
H499,"Reporting date extended to Tuesday March 15, 2022, pending concurrence",House,2022-02-03T16:34:41.953Z
H499,Senate concurred,Senate,2022-02-17T16:12:59.780Z
H499,"Accompanied a new draft, see H4670",House,2022-04-11T15:30:04.970Z
H4990,Reported from the committee on House Rules,House,2022-07-07T04:00:00.000Z
H4990,See S2985,House,2022-07-07T04:00:00.000Z
H4990,Adopted,House,2022-07-07T04:00:00.000Z
H4991,"H4989, published as amended",House,2022-07-07T04:00:00.000Z
H4992,Referred to the committee on Consumer Protection and Professional Licensure,House,2022-07-07T22:00:00.293Z
H4992,Senate concurred,Senate,2022-07-11T15:14:21.070Z
H4992,Hearing scheduled for 07/18/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-11T20:43:36.747Z
H4993,Referred to the committee on Consumer Protection and Professional Licensure,House,2022-07-07T21:59:47.840Z
H4993,Senate concurred,Senate,2022-07-11T15:14:21.070Z
H4993,Hearing scheduled for 07/18/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-11T20:43:37.497Z
H4994,Referred to the committee on Municipalities and Regional Government,House,2022-07-07T21:59:14.060Z
H4994,Senate concurred,Senate,2022-07-11T15:14:21.070Z
H4994,Hearing scheduled for 07/20/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-15T01:35:03.610Z
H4994,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-25T18:47:28.593Z
H4995,Referred to the committee on Municipalities and Regional Government,House,2022-07-07T21:59:58.263Z
H4995,Senate concurred,Senate,2022-07-11T15:14:21.070Z
H4995,Hearing scheduled for 07/20/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-15T01:35:03.907Z
H4995,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-25T18:47:30.767Z
H4996,Reported from the committee on Revenue,House,2022-07-11T15:59:52.560Z
H4996,New draft of H4362,House,2022-07-11T15:59:52.560Z
H4996,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2022-07-11T15:59:52.560Z
H4997,Reported from the committee on Revenue,House,2022-07-11T16:00:24.277Z
H4997,"New draft of S1801, S1821, S1824, S1835, S1841, S1842, S1847, S1852, S1884, S1889, S1911, S1942, H2843, H2866, H2871, H2881, H2893, H2984, H2990, H3038, H3057, H3062, H3085, H3801, H4306 and H4361",House,2022-07-11T16:00:24.277Z
H4997,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2022-07-11T16:00:24.277Z
H4998,Reported from the committee on Public Service,House,2022-07-11T16:00:39.277Z
H4998,New draft of H4842,House,2022-07-11T16:00:39.277Z
H4998,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-11T16:00:39.277Z
H4998,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-07-12T15:10:05.637Z
H4998,Rules suspended,House,2022-07-12T04:00:00.000Z
H4998,Read second and ordered to a third reading,House,2022-07-12T15:13:11.137Z
H4999,Reported from the committee on Public Service,House,2022-07-11T16:00:50.263Z
H4999,New draft of H4848,House,2022-07-11T16:00:50.263Z
H4999,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-11T16:00:50.263Z
H4999,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-07-12T15:10:17.967Z
H4999,Rules suspended,House,2022-07-12T04:00:00.000Z
H4999,Read second and ordered to a third reading,House,2022-07-12T15:13:19.747Z
H5,Referred to the committee on State Administration and Regulatory Oversight,House,2021-04-13T15:49:21.360Z
H5,Senate concurred,Senate,2021-04-13T15:49:21.360Z
H5,Hearing scheduled for 09/14/2021 from 10:30 AM-01:30 PM in Virtual Hearing,Joint,2021-08-31T14:39:22.393Z
H5,"Reporting date extended to Friday April 15, 2022, pending concurrence",House,2022-02-09T16:43:07.950Z
H5,Senate concurred,Senate,2022-03-03T16:11:18.947Z
H5,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-04-19T12:45:42.900Z
H5,Committee reported that the matter be placed in the Orders of the Day for the next sitting for a second reading,House,2022-05-25T16:11:42.837Z
H50,Referred to the committee on Public Service,House,2021-04-13T16:58:27.420Z
H50,Senate concurred,Senate,2021-04-13T16:58:27.420Z
H50,Hearing scheduled for 07/28/2021 from 01:00 PM-04:00 PM in Virtual Hearing,Joint,2021-07-22T14:53:04.617Z
H50,Hearing rescheduled to 07/28/2021 from 09:30 AM-12:00 PM in Virtual Hearing,Joint,2021-07-23T18:22:47.127Z
H50,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2021-10-07T18:48:48.357Z
H500,Referred to the committee on Covid-19 and Emergency Preparedness and Management,House,2021-03-29T14:50:09.363Z
H500,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H500,Hearing scheduled for 06/30/2021 from 10:00 AM-01:00 PM in Virtual Hearing,Joint,2021-06-22T15:50:43.810Z
H500,"Reporting date extended to Tuesday March 15, 2022, pending concurrence",House,2022-02-03T16:34:41.953Z
H500,Senate concurred,Senate,2022-02-17T16:12:59.780Z
H500,"Accompanied a new draft, see H4670",House,2022-04-11T15:30:04.970Z
H5000,"H4978, published as amended",House,2022-07-07T04:00:00.000Z
H5001,Referred to the committee on House Rules,House,2022-05-19T19:30:40.473Z
H5001,"Reported, referred to the committee on Joint Rules, reported, rules suspended and referred to the committee on Covid-19 and Emergency Preparedness and Management",House,2022-07-05T15:18:16.630Z
H5001,Senate concurred,Senate,2022-07-07T15:19:29.733Z
H5001,Hearing scheduled for 07/20/2022 from 10:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-19T22:22:30.683Z
H5002,Referred to the committee on House Rules,House,2022-04-27T17:42:41.063Z
H5002,"Reported, referred to the committee on Joint Rules, reported, rules suspended and referred to the committee on Revenue",House,2022-07-05T15:18:18.253Z
H5002,Senate concurred,Senate,2022-07-07T15:19:29.733Z
H5002,Hearing scheduled for 07/25/2022 from 09:00 AM-12:00 PM in Written Testimony Only,Joint,2022-07-21T20:23:47.147Z
H5002,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-29T16:23:26.483Z
H5006,Reported from the committee on House Ways and Means,House,2022-07-11T04:00:00.000Z
H5006,Pending new draft of H3386,House,2022-07-11T04:00:00.000Z
H5006,New draft of H3386,House,2022-07-11T04:00:00.000Z
H5006,Ordered to a third reading,House,2022-07-11T04:00:00.000Z
H5006,Rules suspended,House,2022-07-13T04:00:00.000Z
H5006,Read third and passed to be engrossed,House,2022-07-13T04:00:00.000Z
H5006,Read; and referred to the committee on Senate Ways and Means,Senate,2022-07-14T15:24:48.390Z
H5007,Reported from the committee on House Ways and Means,House,2022-07-11T04:00:00.000Z
H5007,Reported on a part of H4864,House,2022-07-11T04:00:00.000Z
H5007,Ordered to a third reading,House,2022-07-11T04:00:00.000Z
H5007,Rules suspended,House,2022-07-13T04:00:00.000Z
H5007,Read third,House,2022-07-13T04:00:00.000Z
H5007,Amendment 630 rejected,House,2022-07-13T21:46:21.053Z
H5007,Amendment 813 rejected,House,2022-07-13T21:46:46.493Z
H5007,Consolidated amendment A adopted - 154 YEAS to 0 NAYS (See YEA and NAY No. 213),House,2022-07-13T04:00:00.000Z
H5007,Amendment 824 rejected,House,2022-07-14T18:09:10.993Z
H5007,Consolidated amendment B adopted - 154 YEAS to 0 NAYS (See YEA and NAY No. 214),House,2022-07-14T04:00:00.000Z
H5007,Consolidated amendment C adopted - 154 YEAS to 0 NAYS (See YEA and NAY No. 215),House,2022-07-14T04:00:00.000Z
H5007,Consolidated amendment D adopted - 154 YEAS to 0 NAYS (See YEA and NAY No. 216),House,2022-07-14T04:00:00.000Z
H5007,Consolidated amendment E adopted - 154 YEAS to 0 NAYS (See YEA and NAY No. 218),House,2022-07-14T04:00:00.000Z
H5007,Amendment 870 adopted,House,2022-07-15T01:35:09.623Z
H5007,"Published as amended, see H5034",House,2022-07-14T04:00:00.000Z
H5008,Referred to the committee on Election Laws,House,2022-07-11T19:28:28.303Z
H5008,Senate concurred,Senate,2022-07-13T17:13:22.213Z
H5008,"Reporting date extended to Friday September 30, 2022, pending concurrence",House,2022-07-25T15:26:07.717Z
H5009,Referred to the committee on Housing,House,2022-07-11T19:28:26.630Z
H5009,Senate concurred,Senate,2022-07-13T17:13:23.480Z
H5009,Hearing scheduled for 08/05/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-08-02T13:45:11.307Z
H501,Referred to the committee on Covid-19 and Emergency Preparedness and Management,House,2021-03-29T14:50:09.363Z
H501,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H501,Hearing scheduled for 06/30/2021 from 10:00 AM-01:00 PM in Virtual Hearing,Joint,2021-06-22T15:50:44.280Z
H501,"Reporting date extended to Tuesday March 15, 2022, pending concurrence",House,2022-02-03T16:34:41.953Z
H501,Senate concurred,Senate,2022-02-17T16:12:59.780Z
H501,"Accompanied a new draft, see H4671",House,2022-04-11T15:30:15.907Z
H5010,Referred to the committee on Housing,House,2022-07-11T19:28:24.443Z
H5010,Senate concurred,Senate,2022-07-13T17:13:24.667Z
H5010,Hearing scheduled for 08/05/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-08-02T13:45:11.700Z
H5011,Referred to the committee on Municipalities and Regional Government,House,2022-07-11T19:28:22.693Z
H5011,Senate concurred,Senate,2022-07-13T17:13:25.823Z
H5011,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-18T18:54:20.210Z
H5011,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-07-19T15:05:34.750Z
H5011,Rules suspended,House,2022-07-19T04:00:00.000Z
H5011,Read second and ordered to a third reading,House,2022-07-19T15:07:29.860Z
H5011,Read third and passed to be engrossed,House,2022-08-04T04:00:00.000Z
H5012,Referred to the committee on Municipalities and Regional Government,House,2022-07-11T19:28:21.067Z
H5012,Senate concurred,Senate,2022-07-13T17:13:27.057Z
H5012,Hearing scheduled for 07/20/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-15T01:35:04.203Z
H5013,Referred to the committee on Municipalities and Regional Government,House,2022-07-11T19:28:19.630Z
H5013,Senate concurred,Senate,2022-07-13T17:13:28.417Z
H5013,Hearing scheduled for 07/20/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-15T01:35:04.597Z
H5013,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-25T18:47:32.390Z
H5014,Referred to the committee on Public Service,House,2022-07-11T19:28:18.520Z
H5014,Senate concurred,Senate,2022-07-13T17:13:29.760Z
H5014,"Reporting date extended to Saturday December 31, 2022, pending concurrence",House,2022-07-21T15:17:47.797Z
H5014,Hearing scheduled for 07/25/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-21T20:58:45.263Z
H5015,Reported from the committee on Consumer Protection and Professional Licensure,House,2022-07-12T15:16:26.183Z
H5015,New draft of S2556 and H4187,House,2022-07-12T15:16:26.183Z
H5015,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-12T15:16:26.183Z
H5016,Reported from the committee on Consumer Protection and Professional Licensure,House,2022-07-12T15:16:36.730Z
H5016,New draft of H4845,House,2022-07-12T15:16:36.730Z
H5016,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-12T15:16:36.730Z
H5016,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-07-18T15:09:52.183Z
H5016,Rules suspended,House,2022-07-18T04:00:00.000Z
H5016,Read second and ordered to a third reading,House,2022-07-18T15:11:31.260Z
H5016,Rules suspended,House,2022-07-28T04:00:00.000Z
H5016,"Read third, amended and passed to be engrossed",House,2022-07-28T04:00:00.000Z
H5016,Read; and placed in the Orders of the Day for the next session,Senate,2022-07-28T19:20:21.440Z
H5016,Taken out of the Orders of the Day,Senate,2022-08-01T02:48:05.440Z
H5016,"Read second, ordered to a third reading, read third and passed to be engrossed",Senate,2022-08-01T02:48:05.440Z
H5016,Enacted,House,2022-07-31T04:00:00.000Z
H5016,Enacted and laid before the Governor,Senate,2022-08-01T07:26:43.690Z
H5017,Reported from the committee on Consumer Protection and Professional Licensure,House,2022-07-12T15:16:46.870Z
H5017,New draft of H4862,House,2022-07-12T15:16:46.870Z
H5017,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-12T15:16:46.870Z
H5017,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-07-20T15:06:40.720Z
H5017,Rules suspended,House,2022-07-20T04:00:00.000Z
H5017,Read second and ordered to a third reading,House,2022-07-20T15:08:15.627Z
H5018,Reported from the committee on Health Care Financing,House,2022-07-25T18:48:07.313Z
H5018,New draft of S1285 and H2066,House,2022-07-25T18:48:07.313Z
H5018,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2022-07-25T04:00:00.000Z
H5019,Substituted for H3734,House,2022-07-12T04:00:00.000Z
H5019,Passed to be engrossed,House,2022-07-12T04:00:00.000Z
H5019,Read; and placed in the Orders of the Day for the next session,Senate,2022-07-13T17:13:13.697Z
H5019,Read second and ordered to a third reading,Senate,2022-07-21T14:38:29.150Z
H502,Referred to the committee on Economic Development and Emerging Technologies,House,2021-03-29T14:50:09.363Z
H502,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H502,Hearing scheduled for 06/17/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-06-09T21:09:10.060Z
H502,Hearing scheduled for 06/17/2021 from 10:00 AM-02:00 PM in Virtual Hearing,Joint,2021-06-14T19:10:26.503Z
H502,"Accompanied a new draft, see H3974",House,2021-07-19T04:00:00.000Z
H5020,Reported from the committee on Public Service,House,2022-07-13T20:21:05.480Z
H5020,New draft of H2611,House,2022-07-13T20:21:05.480Z
H5020,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2022-07-13T20:21:05.480Z
H5021,"Referred to the committee on Rules of the two branches, acting concurrently",House,2022-07-13T17:23:12.757Z
H5021,Committee reported ought to be adopted,House,2022-07-13T17:25:29.977Z
H5021,Rules suspended,House,2022-07-13T17:25:29.977Z
H5021,Adopted,House,2022-07-13T17:25:29.977Z
H5024,Referred to the committee on House Rules,House,2022-06-23T04:00:00.000Z
H5024,"Reported, referred to the committee on Joint Rules, reported, rules suspended and referred to the committee on Environment, Natural Resources and Agriculture",House,2022-07-07T15:32:25.167Z
H5024,Senate concurred,Senate,2022-07-13T17:14:49.087Z
H5024,Hearing scheduled for 07/21/2022 from 01:00 PM-01:00 PM in Written Testimony Only,Joint,2022-07-21T16:53:58.650Z
H5024,Bill reported favorably by committee and referred to the committee on House Ways and Means,House,2022-07-26T19:08:53.457Z
H5024,"Committee recommended ought to pass with an amendment, substituting therefor a bill with the same title, see H5155",House,2022-07-31T04:00:00.000Z
H5024,"Referred to the committee on House Steering, Policy and Scheduling with the amendment pending",House,2022-07-31T04:00:00.000Z
H5024,Committee reported that the matter be placed in the Orders of the Day for the next sitting with the amendment pending,House,2022-07-31T04:00:00.000Z
H5024,Rules suspended,House,2022-07-31T04:00:00.000Z
H5024,"Read second, amended (as recommended by the committee on House Ways and Means)",House,2022-07-31T04:00:00.000Z
H5024,"New draft substituted, see H5155",House,2022-07-31T04:00:00.000Z
H5025,Referred to the committee on House Rules,House,2022-06-30T20:09:24.700Z
H5025,"Reported, referred to the committee on Joint Rules, reported, rules suspended and referred to the committee on Housing",House,2022-07-07T15:32:27.043Z
H5025,Senate concurred,Senate,2022-07-13T17:14:51.447Z
H5025,Hearing scheduled for 08/05/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-08-02T13:45:11.997Z
H5028,"Text of an amendment, see H4554",House,2022-07-14T04:00:00.000Z
H5029,Reported from the committee on Elder Affairs,House,2022-07-20T16:49:07.887Z
H5029,"Accompanied by H721, H728, H730, H731, H734, H742, H749, H751 and H757",House,2022-07-20T16:49:07.887Z
H5029,Order reported favorably by committee and referred to the committee on Joint Rules,House,2022-07-20T04:00:00.000Z
H5029,Discharged to the committee on House Rules,House,2022-07-20T16:50:39.777Z
H503,Referred to the committee on Economic Development and Emerging Technologies,House,2021-03-29T14:50:09.363Z
H503,Senate concurred,Senate,2021-03-30T03:59:59.000Z
H503,Hearing scheduled for 11/09/2021 from 11:00 AM-03:00 PM in Virtual Hearing,Joint,2021-11-02T14:55:29.863Z
H503,"Bill reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently",House,2022-03-09T05:00:00.000Z
H503,Committee recommended ought to pass and referred to the committee on House Ways and Means,House,2022-04-04T16:39:53.700Z
H5030,Referred to the committee on House Rules,House,2022-07-12T18:21:16.780Z
H5030,"Reported, referred to the committee on Joint Rules, reported, rules suspended and referred to the committee on State Administration and Regulatory Oversight",House,2022-07-14T17:08:16.350Z
H5030,Senate concurred,Senate,2022-07-14T19:11:26.620Z
H5030,Hearing scheduled for 07/20/2022 from 01:30 PM-02:30 PM in Virtual Hearing,Joint,2022-07-19T14:27:12.260Z
H5030,Accompanied S3022,Senate,2022-07-21T04:00:00.000Z
H5031,Reported from the committee on State Administration and Regulatory Oversight,House,2022-07-18T18:54:39.197Z
H5031,"New draft of S2037, S2055, S2082, S2104, H3111, H3152, H3213, H3224, H3227 and H3826",House,2022-07-18T18:54:39.197Z
H5031,"Bill reported favorably by committee and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-18T18:54:39.197Z
H5031,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-07-25T15:29:00.153Z
